id,Country,Edu,SES,Minority,age,sex,mobile
11466,cn,6,7,2,28,2,1
11467,cn,5,3,2,27,1,1
11472,cn,6,3,,28,1,1
11474,cn,,,,35,2,1
11477,cn,6,6,2,18,2,1
11478,cn,,,,28,2,1
11479,cn,4,4,2,18,2,1
11483,cn,6,6,1,20,1,1
11485,cn,6,6,2,48,2,1
11497,cn,7,6,2,40,2,1
11499,cn,6,3,2,23,1,1
11500,cn,7,7,2,31,1,1
11502,cn,4,4,,18,1,1
11505,cn,6,7,2,32,2,1
11506,cn,,,,22,1,1
11513,cn,6,7,2,38,1,1
11523,cn,,,,21,2,1
11529,cn,6,5,2,20,1,1
11531,cn,4,3,2,19,2,1
11532,cn,4,3,2,30,1,1
11536,cn,6,4,2,25,1,1
11538,cn,4,6,2,33,1,1
11539,cn,,,,18,1,1
11540,cn,6,5,2,24,2,1
11541,cn,,,,33,1,1
11546,cn,,,,19,1,1
11548,cn,6,4,2,26,2,1
11555,cn,6,8,2,31,2,0
11560,cn,6,7,2,57,2,1
11561,cn,,,,19,2,1
11563,cn,5,5,2,20,2,1
11571,cn,6,6,2,33,1,1
11572,cn,5,7,2,22,1,1
11574,cn,7,8,2,41,2,0
11575,cn,6,8,2,31,1,1
11579,cn,5,3,2,52,1,0
11592,cn,,,,31,2,1
11593,cn,6,6,2,23,2,1
11594,cn,6,7,2,37,1,1
11595,cn,6,7,2,29,2,1
11596,cn,6,5,2,35,2,1
13485,cn,,,,18,1,1
13636,cn,,,,41,1,1
14247,cn,,,,26,1,1
14426,cn,4,7,2,27,1,1
14436,cn,6,5,2,26,2,1
14676,cn,,,,29,1,1
14711,cn,1,1,1,18,1,1
14737,cn,,,,21,1,1
14739,cn,,,,33,1,1
14761,cn,,,,22,1,1
14780,cn,,,,30,1,1
14837,cn,,,,18,1,1
14861,cn,,,,18,2,1
14882,cn,6,4,2,25,1,1
14895,cn,6,7,2,26,2,0
14900,cn,4,5,2,25,2,1
14953,cn,5,4,2,51,1,1
14957,cn,,,,57,2,1
14968,cn,6,7,1,33,1,1
15002,cn,,,,24,2,1
15009,cn,6,6,,20,2,1
15020,cn,6,6,2,26,1,1
15028,cn,6,7,2,24,2,1
15034,cn,5,5,2,18,2,1
15038,cn,4,6,2,24,1,1
15048,cn,6,9,1,20,2,1
15058,cn,5,6,2,25,2,1
15064,cn,6,5,2,33,1,1
15078,cn,6,8,2,40,2,1
15087,cn,6,3,2,38,2,1
15088,cn,4,3,2,48,1,1
15092,cn,6,4,2,38,2,1
15095,cn,7,3,2,29,1,1
15097,cn,6,5,2,26,2,1
15103,cn,,,,48,2,1
15110,cn,4,5,1,32,1,1
15115,cn,,,,30,1,1
15117,cn,6,3,2,38,2,1
15123,cn,7,10,2,41,2,1
15124,cn,4,5,2,34,2,1
15127,cn,,,,34,1,1
15130,cn,4,9,2,19,1,1
15135,cn,6,5,2,25,1,1
15137,cn,4,4,,31,1,1
15139,cn,6,3,2,38,2,1
15140,cn,6,8,2,40,2,1
15143,cn,4,5,2,40,1,1
15153,cn,6,4,2,38,2,1
15155,cn,5,4,2,22,2,1
15178,cn,,,,40,2,1
15185,cn,,,,40,2,1
15187,cn,,,,29,2,1
15188,cn,,,,29,2,1
15194,cn,3,6,2,19,2,1
15197,cn,6,5,2,25,2,1
15199,cn,5,2,2,29,2,1
15203,cn,5,4,2,20,1,1
15208,cn,6,6,2,25,2,1
15209,cn,7,7,2,28,2,1
15215,cn,,,,22,1,1
15217,cn,,,,23,1,1
15218,cn,6,5,2,20,2,1
15225,cn,7,9,2,35,2,1
15228,cn,6,5,2,20,2,1
15233,cn,5,5,2,19,2,1
15240,cn,7,10,2,20,1,1
15248,cn,6,7,2,21,1,1
15254,cn,6,6,2,23,1,1
15256,cn,6,5,2,26,1,1
15257,cn,4,4,2,40,2,1
15258,cn,,,,31,1,1
15264,cn,4,6,2,30,1,1
15272,cn,6,8,2,42,1,0
15278,cn,4,4,2,59,2,1
15285,cn,6,5,2,40,2,0
15286,cn,6,3,,19,1,1
15291,cn,6,8,2,36,1,1
15292,cn,6,6,2,25,1,1
15293,cn,4,4,2,40,1,1
15302,cn,6,3,2,23,2,1
15304,cn,6,8,2,40,2,1
15305,cn,6,9,2,42,2,1
15307,cn,,,,23,2,1
15311,cn,6,6,2,39,2,1
15312,cn,5,5,2,35,2,1
15318,cn,5,8,2,43,1,1
15320,cn,6,6,2,35,2,1
15321,cn,,,,19,2,0
15324,cn,6,8,2,35,2,1
15325,cn,5,6,2,37,1,1
15330,cn,6,7,2,18,2,1
15331,cn,4,4,2,18,1,1
15334,cn,4,6,2,18,1,1
15336,cn,4,5,2,19,2,1
15338,cn,5,6,2,21,2,1
15339,cn,6,7,2,32,1,0
15342,cn,4,4,2,27,1,1
15344,cn,,,,29,1,1
15350,cn,,,,31,1,1
15354,cn,6,7,2,36,2,1
15357,cn,,,,23,1,1
15360,cn,6,5,2,24,2,1
15363,cn,6,7,2,38,2,1
15368,cn,,,,45,1,1
15370,cn,6,6,2,35,2,1
15373,cn,6,6,2,23,2,1
15378,cn,,,,19,2,1
15380,cn,4,6,1,41,1,1
15381,cn,7,7,2,46,1,0
15382,cn,3,2,2,22,2,1
15385,cn,,,,24,1,1
15388,cn,6,7,2,24,1,1
15390,cn,6,5,2,37,1,0
15392,cn,7,6,2,70,1,1
15393,cn,6,7,2,24,2,1
15396,cn,5,4,2,18,2,1
15397,cn,6,4,2,35,1,1
15398,cn,,,,18,2,1
15399,cn,,,,35,2,1
15404,cn,5,7,2,22,1,1
15406,cn,6,8,2,21,2,0
15407,cn,,,,39,1,1
15409,cn,,,,18,1,1
15412,cn,,,,22,2,1
15417,cn,4,5,2,38,2,1
15419,cn,6,5,2,24,1,0
15420,cn,,,,36,2,1
15423,cn,,,,45,1,1
15432,cn,6,6,2,40,2,0
15435,cn,6,8,2,36,2,1
15436,cn,7,6,2,35,1,0
15441,cn,,,,38,2,0
15448,cn,,,,40,2,1
15451,cn,4,8,2,44,1,0
15460,cn,6,7,2,50,1,0
15461,cn,,,,36,2,1
15464,cn,6,6,2,40,2,0
15471,cn,6,7,2,50,1,0
15472,cn,6,7,2,58,1,0
15473,cn,7,7,2,41,1,1
15474,cn,6,1,2,44,1,1
15477,cn,6,7,2,39,1,0
15480,cn,6,7,2,53,1,0
15485,cn,6,6,2,38,1,1
15487,cn,6,7,2,39,1,0
15489,cn,6,6,2,36,1,0
15492,cn,,,,48,2,1
15502,cn,6,6,2,40,1,0
15508,cn,6,7,2,51,2,0
15509,cn,6,6,2,40,1,1
15510,cn,5,6,2,46,1,1
15512,cn,6,6,2,35,1,1
15515,cn,6,6,2,50,2,1
15517,cn,,,,40,1,0
15519,cn,5,6,2,61,1,0
15523,cn,6,6,2,36,1,1
15527,cn,6,7,2,42,1,0
15528,cn,,,,36,1,1
15529,cn,,,,38,1,1
15535,cn,,,,40,1,0
15539,cn,6,5,2,38,1,0
15540,cn,6,5,2,41,1,0
15541,cn,6,5,2,41,1,0
15546,cn,7,10,2,40,1,1
15549,cn,6,9,2,37,1,0
15550,cn,6,8,2,35,1,1
15554,cn,4,5,2,48,1,1
15569,cn,,,,35,1,1
15570,cn,7,9,1,42,1,1
15575,cn,,,,56,1,1
15576,cn,6,6,,50,2,1
15583,cn,4,6,2,58,1,0
15585,cn,,,,39,1,1
15586,cn,6,5,2,49,1,0
15602,cn,6,7,2,39,1,0
15607,cn,,,,40,1,1
15608,cn,6,6,1,40,1,1
15609,cn,,,,48,2,1
15614,cn,,,,41,1,1
15620,cn,,,,54,1,1
15621,cn,6,7,1,35,1,1
15622,cn,,,,52,1,1
15625,cn,,,,40,1,1
15633,cn,,,,43,1,0
15638,cn,4,5,2,43,1,1
15894,cn,,,,38,1,1
16434,cn,6,5,2,36,1,1
16444,cn,6,3,2,46,2,0
16497,cn,6,8,1,60,1,1
16956,cn,6,8,2,51,2,1
17089,cn,,,,43,1,1
17130,cn,7,7,2,46,2,0
17260,cn,6,6,2,39,1,0
17436,cn,5,5,2,50,1,0
17528,cn,6,3,2,48,1,1
17556,cn,5,3,2,40,1,0
17588,cn,6,7,2,39,1,1
17682,cn,,,,40,1,0
17700,cn,7,6,2,55,2,0
17707,cn,,,,39,1,1
17739,cn,5,5,2,36,1,0
17756,cn,6,6,2,38,1,1
17781,cn,6,5,2,36,1,0
17804,cn,6,6,2,50,1,0
17807,cn,,,,56,2,1
17837,cn,,,,67,2,0
17943,cn,6,5,2,42,1,1
18038,cn,6,6,2,36,1,1
18063,cn,6,4,2,45,2,0
18115,cn,6,3,1,38,1,1
18202,cn,4,4,2,45,1,0
18206,cn,5,7,2,56,1,1
18210,cn,6,7,2,50,1,0
18233,cn,6,5,2,36,1,1
18370,cn,7,5,2,40,1,1
18380,cn,6,7,2,36,1,1
18490,cn,6,6,2,37,1,0
18495,cn,6,3,2,46,2,0
18547,cn,6,7,2,46,1,0
18555,cn,,,,40,1,1
18577,cn,6,7,2,47,2,0
18581,cn,,,,45,1,1
18589,cn,4,3,2,42,1,0
18602,cn,7,9,2,46,1,0
18618,cn,6,5,2,48,1,0
18630,cn,6,6,2,39,1,1
18633,cn,6,5,2,39,1,1
18634,cn,,,,35,1,0
18644,cn,7,5,2,37,1,1
18650,cn,6,5,2,39,1,1
18682,cn,,,,67,1,0
18704,cn,3,4,,37,1,1
18713,cn,,,,41,1,0
18726,cn,6,7,2,44,1,0
18738,cn,,,,39,1,0
18750,cn,6,7,2,37,1,0
18756,cn,,,,46,1,0
18758,cn,,,,45,1,0
18766,cn,6,5,2,41,1,0
18785,cn,6,7,1,48,1,0
18790,cn,7,7,2,45,1,1
18791,cn,3,7,2,41,1,1
18797,cn,7,7,1,41,1,0
18799,cn,6,7,2,38,1,1
18800,cn,4,3,2,65,1,0
18802,cn,6,7,2,45,1,0
18807,cn,,,,45,2,1
18809,cn,,,,36,1,1
18813,cn,6,7,2,37,1,0
18826,cn,,,,35,1,1
18839,cn,,,,41,1,1
18841,cn,6,7,2,50,1,0
18843,cn,,,,36,1,1
18847,cn,4,7,2,58,2,0
18849,cn,5,6,2,36,1,1
18855,cn,,,,35,1,1
18856,cn,,,,38,1,1
18862,cn,5,4,2,48,1,1
18870,cn,5,3,2,38,1,1
18965,cn,6,3,2,43,1,0
19269,cn,,,,36,1,1
19753,cn,,,,37,1,1
20026,cn,,,,35,1,1
20056,cn,6,9,,35,1,1
20167,cn,2,8,2,36,1,1
20208,cn,7,7,2,61,1,1
20370,cn,,,,38,1,1
20466,cn,,,,36,1,1
20500,cn,6,5,2,38,1,1
20671,cn,6,8,2,35,1,1
20708,cn,,,,49,1,1
20735,cn,6,5,2,50,1,1
20777,cn,6,6,2,39,1,0
20949,cn,6,6,2,36,1,1
20964,cn,3,5,2,35,1,1
20970,cn,4,4,2,56,2,1
21006,cn,4,5,2,38,1,1
21038,cn,,,,43,1,1
21048,cn,2,1,2,50,2,1
21076,cn,3,7,2,51,1,1
21083,cn,6,7,2,39,1,1
21131,cn,4,5,2,38,1,1
21139,cn,7,7,2,43,1,0
21141,cn,7,10,2,46,1,0
21156,cn,7,7,2,45,2,1
21164,cn,4,6,2,35,1,1
21219,cn,,,,45,2,1
21225,cn,4,10,1,49,2,1
21252,cn,6,6,2,39,1,1
21273,cn,6,9,2,38,1,1
21287,cn,6,3,,35,1,1
21331,cn,5,7,,38,1,1
21339,cn,6,7,2,42,1,0
21366,cn,4,5,2,41,1,1
21474,cn,,,,23,1,1
21475,cn,3,4,2,18,2,0
21482,cn,5,5,2,20,1,0
21495,cn,3,5,2,21,1,0
21496,cn,5,7,2,19,2,1
21503,cn,4,10,2,19,1,1
21504,cn,5,6,2,20,2,1
21505,cn,6,4,2,19,1,1
21506,cn,,,,40,2,1
21510,cn,,,,27,1,1
21514,cn,6,7,2,31,1,1
21515,cn,7,8,2,28,1,1
21516,cn,3,1,1,20,1,1
21520,cn,6,6,2,30,2,0
21522,cn,,,,34,2,1
21533,cn,7,7,1,26,2,1
21534,cn,6,5,2,29,2,1
21537,cn,6,3,2,21,2,1
21543,cn,6,7,2,20,1,1
21550,cn,7,8,2,21,1,0
21561,cn,,,,31,1,1
21562,cn,5,4,2,46,1,1
21563,cn,6,3,2,39,1,1
21564,cn,6,7,2,29,1,0
21565,cn,7,6,2,21,2,1
21573,cn,6,5,2,36,1,1
21579,cn,6,7,2,26,2,1
21581,cn,5,10,2,23,1,1
21585,cn,2,6,,55,2,1
21586,cn,,,,18,1,1
21587,cn,,,,21,1,0
21591,cn,,,,23,1,1
21610,cn,,,,40,2,1
21611,cn,6,8,2,26,1,1
21612,cn,,,,20,2,1
21617,cn,6,6,2,39,1,1
21642,cn,4,4,2,48,1,1
21672,cn,4,1,1,24,2,1
21705,cn,6,7,2,25,1,0
21717,cn,7,6,2,34,2,1
21966,cn,4,1,2,18,1,1
22024,cn,,,,30,1,0
22196,cn,6,5,2,33,2,0
22356,cn,6,5,2,30,2,0
22404,cn,6,6,2,35,2,1
22432,cn,6,6,2,28,2,0
22444,cn,3,4,2,20,1,1
22463,cn,6,8,2,40,2,1
22495,cn,7,5,2,19,1,1
22574,cn,7,9,2,32,1,0
22580,cn,6,5,2,25,2,1
22600,cn,,,,28,1,1
22612,cn,,,,31,1,1
22642,cn,6,7,2,19,2,1
22723,cn,,,,36,2,1
22779,cn,,,,33,1,1
22786,cn,6,6,1,26,1,1
22813,cn,4,6,2,21,1,1
22824,cn,5,5,2,20,1,1
22844,cn,6,5,2,21,2,1
22856,cn,6,7,2,21,2,1
22864,cn,6,7,2,36,1,1
22867,cn,6,6,2,33,1,1
22909,cn,7,7,2,27,2,0
22930,cn,,,,32,2,1
22986,cn,5,6,2,44,2,0
23025,cn,3,6,,20,2,1
23082,cn,4,5,2,35,2,1
23189,cn,7,8,2,20,2,1
23214,cn,,,,32,2,0
23261,cn,6,6,2,35,2,1
23360,cn,5,5,2,20,2,1
23364,cn,7,4,2,25,2,0
23421,cn,6,7,,37,1,1
23422,cn,,,,23,1,1
23449,cn,,,,22,2,1
23465,cn,6,7,2,20,1,0
23485,cn,6,8,2,40,2,1
23492,cn,6,6,2,36,2,1
23501,cn,4,2,2,42,2,1
23503,cn,6,7,2,32,2,1
23508,cn,5,8,2,25,2,1
23511,cn,5,4,2,26,1,1
23526,cn,6,3,2,19,2,1
23539,cn,5,10,1,23,1,1
23543,cn,6,8,2,30,2,1
23557,cn,,,,21,1,1
23567,cn,,,,32,1,1
23574,cn,6,5,2,20,2,1
23580,cn,5,7,2,22,2,1
23583,cn,,,,22,1,1
23589,cn,6,7,2,22,2,1
23592,cn,6,4,2,18,2,1
23604,cn,6,6,1,35,2,1
23610,cn,6,6,2,30,1,1
23615,cn,4,1,2,20,1,1
23621,cn,4,4,2,19,1,1
23634,cn,,,,28,1,1
23678,cn,,,,25,1,1
23682,cn,,,,21,1,0
23686,cn,6,5,2,36,1,1
23688,cn,,,,23,1,1
23711,cn,6,4,2,32,2,1
23721,cn,,,,34,2,0
23735,cn,6,4,2,30,2,1
23737,cn,,,,32,1,1
23740,cn,,,,22,1,1
23745,cn,,,,40,2,1
23759,cn,6,6,2,39,2,0
23769,cn,6,9,2,20,1,0
23780,cn,6,3,2,35,2,1
23793,cn,6,6,2,35,2,1
23802,cn,4,1,2,29,1,1
23812,cn,6,3,2,27,1,1
23819,cn,5,5,1,41,2,1
23826,cn,6,6,2,36,2,1
23830,cn,4,3,2,21,2,1
23844,cn,6,6,2,26,2,1
23847,cn,3,3,2,18,1,1
23849,cn,,,,36,2,0
23854,cn,5,6,2,24,1,1
23857,cn,6,7,2,30,2,0
23859,cn,7,7,2,47,1,1
23863,cn,7,8,2,25,2,1
23865,cn,6,7,2,22,2,0
23874,cn,6,7,2,28,2,1
23875,cn,,,,33,1,1
23897,cn,7,6,1,42,2,1
23908,cn,5,5,2,18,1,1
23922,cn,3,2,2,18,1,1
23932,cn,6,5,2,27,2,0
23940,cn,6,5,1,22,2,1
23950,cn,,,,23,1,1
23971,cn,4,6,2,23,2,1
23977,cn,,,,38,1,1
23978,cn,5,5,2,20,2,1
23992,cn,6,6,2,35,2,1
23996,cn,,,,25,1,1
23997,cn,,,,42,2,1
24005,cn,,,,28,1,1
24018,cn,6,8,2,27,2,1
24041,cn,6,6,2,31,2,0
24043,cn,3,3,2,28,2,1
24063,cn,1,4,,18,1,1
24065,cn,6,7,2,22,2,1
24070,cn,,,,19,2,1
24071,cn,6,8,1,23,1,0
24073,cn,6,8,2,27,1,1
24082,cn,,,,30,1,1
24087,cn,7,8,2,34,1,0
24112,cn,,,,22,1,1
24119,cn,5,5,2,21,2,1
24137,cn,6,7,2,35,2,1
24153,cn,4,3,2,20,2,1
24155,cn,5,5,2,32,1,1
24160,cn,5,5,2,20,2,0
24163,cn,6,8,2,40,2,1
24166,cn,5,5,2,18,2,1
24168,cn,5,5,2,18,1,1
24177,cn,6,3,2,35,2,0
24211,cn,6,7,2,32,1,0
24218,cn,7,8,2,46,1,0
24224,cn,6,7,2,26,2,1
24232,cn,,,,19,1,1
24235,cn,7,7,2,26,1,1
24240,cn,6,3,2,36,1,1
24247,cn,6,9,2,20,1,1
24248,cn,6,6,2,35,2,1
24261,cn,6,7,1,33,2,1
24264,cn,6,6,2,24,2,1
24266,cn,4,5,2,29,2,1
24270,cn,,,,21,1,1
24281,cn,6,2,2,25,2,1
24282,cn,,,,30,1,1
24284,cn,6,6,2,26,1,1
24292,cn,,,,35,2,1
24294,cn,,,,19,2,1
24310,cn,6,6,2,35,2,1
24314,cn,6,8,2,32,1,1
24316,cn,5,7,2,21,1,1
24327,cn,6,8,2,29,1,0
24338,cn,,,,25,1,1
24341,cn,,,,21,1,0
24346,cn,7,10,,18,1,1
24356,cn,,,,30,2,1
24360,cn,5,6,,37,1,1
24361,cn,,,,24,1,1
24362,cn,7,4,2,30,2,1
24363,cn,6,4,2,32,2,1
24365,cn,,,,25,1,1
24374,cn,6,4,2,29,2,0
24375,cn,6,7,2,39,1,0
24379,cn,6,6,2,35,2,1
24387,cn,4,5,2,21,1,1
24404,cn,6,7,2,22,2,1
24408,cn,6,7,2,31,1,1
24415,cn,6,6,2,28,2,0
24418,cn,,,,20,1,1
24419,cn,6,6,2,31,2,0
24424,cn,6,8,2,20,1,0
24425,cn,6,6,2,26,2,1
24438,cn,6,6,2,30,2,1
24443,cn,4,4,1,19,1,1
24446,cn,6,7,2,25,1,1
24450,cn,5,8,2,54,1,0
24455,cn,6,8,2,31,2,1
24467,cn,6,4,2,31,2,0
24478,cn,6,4,2,25,1,0
24481,cn,,,,19,1,1
24491,cn,6,6,1,27,1,0
24494,cn,6,8,2,40,2,1
24500,cn,,,,31,1,0
24502,cn,6,3,2,28,1,0
24503,cn,7,10,2,24,1,1
24505,cn,6,6,2,32,2,1
24531,cn,,,,29,1,1
24534,cn,,,,30,2,1
24542,cn,6,5,2,25,2,1
24543,cn,6,7,2,24,2,0
24547,cn,,,,26,2,1
24552,cn,6,7,,31,2,1
24553,cn,,,,33,1,0
24555,cn,4,3,2,26,1,1
24556,cn,6,8,2,30,1,0
24563,cn,5,7,2,28,1,1
24569,cn,6,5,2,35,2,0
24588,cn,4,6,2,48,1,1
24590,cn,7,6,2,39,1,1
24591,cn,6,6,2,35,2,1
24602,cn,5,5,2,43,2,1
24630,cn,6,6,2,26,1,1
24633,cn,6,6,2,46,2,0
24640,cn,6,5,2,39,1,1
24645,cn,6,8,2,32,1,1
24669,cn,,,,20,1,1
24673,cn,6,6,2,35,2,1
24677,cn,,,,39,1,1
24695,cn,6,6,2,28,1,0
24697,cn,5,7,2,21,2,1
24708,cn,,,,21,2,1
24716,cn,6,7,2,22,2,1
24717,cn,6,8,2,40,2,1
24722,cn,6,4,2,24,1,1
24725,cn,4,8,2,22,2,1
24734,cn,7,4,2,29,1,1
24737,cn,4,5,2,18,2,1
24738,cn,6,6,2,27,1,0
24750,cn,,,,37,1,1
24756,cn,5,2,2,24,1,1
24757,cn,,,,21,1,1
24765,cn,6,4,2,24,1,1
24769,cn,6,7,2,26,1,1
24786,cn,4,7,1,18,2,0
24787,cn,6,5,2,23,2,0
24788,cn,,,,19,2,1
24793,cn,5,4,2,20,1,1
24795,cn,4,5,2,22,2,1
24799,cn,6,6,2,39,2,1
24806,cn,,,,31,1,1
24811,cn,6,6,1,38,1,1
24814,cn,,,,19,2,1
24842,cn,3,5,2,19,1,1
24859,cn,4,3,1,19,2,0
24864,cn,5,3,2,20,2,1
24867,cn,6,8,2,27,1,1
24891,cn,7,2,2,23,1,1
24893,cn,4,6,2,22,2,1
24895,cn,6,3,,20,2,1
24897,cn,,,,22,1,1
24908,cn,5,5,2,21,2,1
24913,cn,6,5,2,40,1,1
24923,cn,,,,21,1,0
24929,cn,,,,21,1,1
24942,cn,,,,19,1,1
24959,cn,,,,22,1,1
24992,cn,6,6,,20,2,1
25008,cn,6,4,2,52,1,0
25016,cn,6,8,2,39,1,1
25036,cn,4,5,2,43,1,1
25043,cn,,,,39,1,1
25072,cn,6,6,2,43,1,1
25095,cn,6,7,2,48,2,0
25111,cn,6,5,2,38,1,1
25118,cn,6,6,2,39,1,1
25176,cn,6,6,2,35,1,1
25191,cn,,,,37,1,1
25223,cn,6,5,2,35,1,1
25277,cn,4,3,2,41,1,1
25281,cn,5,6,2,36,1,0
25292,cn,4,6,2,50,1,1
25301,cn,3,3,2,39,1,0
25310,cn,,,,36,1,1
25330,cn,,,,36,1,1
25361,cn,6,6,2,39,1,1
25368,cn,3,6,2,44,1,1
25382,cn,,,,45,1,0
25383,cn,6,8,2,42,1,1
25391,cn,6,6,2,35,1,1
25406,cn,7,4,2,41,1,1
25417,cn,,,,41,1,1
25443,cn,,,,55,1,1
25448,cn,5,4,2,35,1,1
25463,cn,,,,39,1,0
25471,cn,6,8,2,36,1,0
25484,cn,7,7,2,35,1,0
25491,cn,6,6,2,40,1,1
25492,cn,4,3,2,41,1,1
25514,cn,7,7,2,46,1,1
26364,cn,7,7,2,29,1,1
26517,cn,6,10,1,23,1,1
26854,cn,6,5,1,19,1,0
26941,cn,6,8,2,30,2,1
26961,cn,,,,38,2,1
26971,cn,,,,19,1,1
27009,cn,,,,19,2,1
27047,cn,3,5,1,18,1,1
27092,cn,4,5,2,20,2,1
27109,cn,,,,26,2,1
27157,cn,4,4,2,29,1,1
27183,cn,,,,21,1,1
27193,cn,5,8,1,25,1,1
27254,cn,,,,31,2,1
27367,cn,3,3,2,18,1,1
27411,cn,,,,24,1,1
27514,cn,,,,28,1,1
27523,cn,,,,36,1,1
27586,cn,3,1,2,27,1,1
27609,cn,3,3,2,24,1,1
27621,cn,,,,22,1,1
27649,cn,,,,30,1,1
27686,cn,7,9,2,28,2,1
27702,cn,5,7,2,27,1,0
27735,cn,,,,29,2,1
27736,cn,6,6,2,20,1,1
27786,cn,3,4,2,23,2,1
27800,cn,,,,23,2,1
27805,cn,4,4,2,23,2,1
27815,cn,,,,31,1,1
27849,cn,,,,23,1,1
27869,cn,6,8,2,46,1,1
27874,cn,4,6,2,22,1,1
27875,cn,6,7,2,32,1,1
27879,cn,5,7,2,21,1,1
27886,cn,6,5,2,27,2,1
27911,cn,,,,20,1,1
27926,cn,7,8,2,26,2,1
27939,cn,6,1,2,27,1,1
27943,cn,6,4,1,34,1,1
27954,cn,,,,21,1,1
27955,cn,,,,20,1,1
27965,cn,5,5,2,21,1,1
27970,cn,4,6,1,28,1,1
27971,cn,3,5,2,54,2,1
27973,cn,,,,24,1,1
28020,cn,5,5,2,20,2,1
28030,cn,7,7,2,18,2,1
28058,cn,,,,45,1,0
28066,cn,,,,36,1,1
28077,cn,5,5,2,28,2,1
28079,cn,6,4,2,30,2,1
28080,cn,4,7,2,18,1,1
28082,cn,4,1,,25,2,1
28085,cn,6,7,2,33,2,1
28124,cn,,,,24,2,1
28128,cn,5,5,1,31,2,1
28130,cn,,,,22,1,1
28137,cn,,,,22,1,1
28142,cn,6,7,2,33,1,1
28143,cn,6,7,2,33,1,0
28145,cn,6,8,2,40,2,1
28146,cn,6,8,1,24,2,1
28149,cn,5,2,2,22,2,1
28156,cn,6,5,2,27,1,0
28159,cn,5,4,2,24,1,1
28166,cn,6,4,2,35,2,1
28170,cn,,,,22,1,1
28172,cn,5,4,1,22,2,1
28174,cn,4,7,2,18,2,1
28176,cn,,,,35,2,1
28177,cn,5,6,2,24,1,1
28187,cn,7,10,2,23,2,1
